2024-07-25 11:07:01,509 INFO  : <GetAccountLookupRequest><POSID>11</POSID><APPID>01</APPID><CCTID>01</CCTID><ADSDKSpecVer>6.14.8</ADSDKSpecVer><SessionId>50</SessionId><HeaderMessage/><MessageLine1/><MessageLine2/><LookUpFlag>11</LookUpFlag><LookupType>AC</LookupType><TokenValidateFlag>Y</TokenValidateFlag><LookupPhone/><LookupSSN/><LookupZIP/><ProcessorToken>O1Y8eX+BMs2yRwwuTtW7wbQX+m2LLdNuOPGfid2qsTqE3Ov7Zr0cjcXFNebHFiJU</ProcessorToken><LookupAccount/><IDData/><DateOfBirth/><SubTransType>69</SubTransType><OrigTransactionIdentifier/><TransactionDate>07252024</TransactionDate><TransactionTime>110700</TransactionTime><ShowResponse>0</ShowResponse><SubCardType/><LanguageIndicator>00</LanguageIndicator><ClerkID>001039151</ClerkID><TimeOut>240</TimeOut></GetAccountLookupRequest>
2024-07-25 11:07:09,632 INFO  : <GetAccountLookupResponse><CCTID>01</CCTID><ResponseCode>20006</ResponseCode><POSID>11</POSID><Header/><LookupType>AC</LookupType><ProcessorResponseCode/><APPID>01</APPID><TransactionIdentifier>293242070593797040</TransactionIdentifier><ResponseText>PROCESSORDECLINED</ResponseText></GetAccountLookupResponse>
2024-07-25 11:07:10,431 INFO  : <TransRequest><POSID>985</POSID><APPID>01</APPID><CCTID>01</CCTID><ADSDKSpecVer>6.14.8</ADSDKSpecVer><SessionId>123456</SessionId><CardPresent/><PurchaserPresent>Y</PurchaserPresent><KeyedEntryAVSFlag>N</KeyedEntryAVSFlag><GiftPurchaseAuthIndicator>N</GiftPurchaseAuthIndicator><ProcessingMode>0</ProcessingMode><CashBackFlag>1</CashBackFlag><TransAmountDetails><CashBackAmount>18.93</CashBackAmount><TenderAmount>06.64</TenderAmount><TransactionTotal>25.57</TransactionTotal><TaxAmount>.00</TaxAmount></TransAmountDetails><TransactionType>36</TransactionType><InvoiceNumber>0725242345008711070</InvoiceNumber><ReferenceNumber>78</ReferenceNumber><ReceiptNumber>78</ReceiptNumber><ClerkID>108488</ClerkID><CurrencyCode>840</CurrencyCode><TransactionDate>07252024</TransactionDate><TransactionTime>110709</TransactionTime><TipEligible>0</TipEligible><AmountNoBar>1</AmountNoBar><SignatureFlag>N</SignatureFlag><OrigAurusPayTicketNum/><OrigTransactionIdentifier/><PartialAllowed>0</PartialAllowed><ShowResponse>0</ShowResponse><ECommerceIndicator>N</ECommerceIndicator><POSType>1</POSType><BillingAddress><BillingZip>49544</BillingZip></BillingAddress><CheckInfo><CheckEntryMode>S</CheckEntryMode><DriverLicenseEntryMode>M</DriverLicenseEntryMode><DriverLicenseData>11112222</DriverLicenseData><DriverLicenseState>TX</DriverLicenseState><FullMICR>t031100649t222670173768870o2233</FullMICR><CheckType>P</CheckType></CheckInfo></TransRequest>
2024-07-25 11:07:14,877 INFO  : <TransResponse><CCTID>01</CCTID><POSID>985</POSID><APPID>01</APPID><TransDetailsData><TransDetailData><CardNumber/><TotalApprovedAmount>25.57</TotalApprovedAmount><EMVDataInTLVFormat>CHKTID%7E1001%1ECHKMID%7E36070004</EMVDataInTLVFormat><EBTType/><CardIdentifier/><ProcessorToken/><ProcessorMerchantId>36070004</ProcessorMerchantId><TransactionSequenceNumber>000012</TransactionSequenceNumber><CardToken/><LanguageIndicator>00</LanguageIndicator><DCCDetails><DCCMinorUnits/><DCCMarginRatePercent/><DCCAlphaCurrencyCode/><DCCExchRateSrcName/><DCCOffered>0</DCCOffered><DCCResponseCode/><DCCValidHours/><DCCExchRateSrcTime/><DCCCurrencyCode/></DCCDetails><CardType>CHK</CardType><TransactionIdentifier>193242070594495847</TransactionIdentifier><CardExpiryDate/><PartialApprovedFlag>N</PartialApprovedFlag><TransactionTypeCode>91</TransactionTypeCode><CheckInfo><ReturnCheckNote>MaximumFeeAllowedbyStateLaw</ReturnCheckNote><CheckTraceId>1400040000000004001260</CheckTraceId><CheckNumber>2233</CheckNumber><ReturnCheckFee>25.00</ReturnCheckFee></CheckInfo><FallbackIndicator>0</FallbackIndicator><CardEntryMode>S</CardEntryMode><TipAmount>0.00</TipAmount><CustomerName/><TransactionDate>07252024</TransactionDate><CashBackAmount>18.93</CashBackAmount><AddressVerification/><ResponseCode>00000</ResponseCode><ReceiptToken/><BalanceAmount>0.00</BalanceAmount><CheckClearingStatus>1</CheckClearingStatus><ReferenceNumber/><GiftCardTypePassCode/><LangIndicator>00</LangIndicator><EMVFlag>0</EMVFlag><SignatureReceiptFlag>0</SignatureReceiptFlag><ECOMMInfo><OneOrderToken/></ECOMMInfo><ApprovalCode>001122</ApprovalCode><TransactionAmount>25.57</TransactionAmount><TransactionTime>013904</TransactionTime><LoyaltyInfo></LoyaltyInfo><ProcessorResponseCode>95</ProcessorResponseCode><EMVData/><VoidData/><AuthorizedAmount>25.57</AuthorizedAmount><ResponseText>APPROVAL</ResponseText></TransDetailData></TransDetailsData><BatchNumber>207001</BatchNumber><AurusPayTicketNum>324207059449583533</AurusPayTicketNum></TransResponse>
2024-07-25 11:07:14,909 INFO  : <SignatureRequest><POSID>7</POSID><APPID>01</APPID><CCTID>01</CCTID><ADSDKSpecVer>6.14.8</ADSDKSpecVer><SessionId>51</SessionId><TransactionIdentifier>193242070594495847</TransactionIdentifier><SignUploadFlag>Y</SignUploadFlag><SignatureData/><HeaderLine>PleaseSign</HeaderLine><CustomDisplay1>Pleasesign&amp;selectACCEPT.</CustomDisplay1><CustomDisplay2/><SignatureType>02</SignatureType><ECAFlag>1</ECAFlag><ButtonMsg><ButtonSizeFlag>00</ButtonSizeFlag><Button1Text>Accept</Button1Text><Button2Text>Refuse</Button2Text><Button3Text>Clear</Button3Text></ButtonMsg><ListData><Paragraph>Iauthorizethischeckfor$118.77.Ifthecheckisnotvalid,Iacceptareturnfeeof$25.00byelectronicfundtransfersordraftsfrommyaccount.</Paragraph></ListData></SignatureRequest>
2024-07-25 11:07:24,430 INFO  : <SignatureResponse><CCTID>01</CCTID><SignatureData>3036372c3038392c305e3036372c3038392c305e3036392c3039302c305e3037352c3039312c305e3038342c3039332c305e3039342c3039352c305e3130362c3039362c305e3131372c3039372c305e3132362c3039372c305e3133342c3039382c305e3134302c3039382c305e3134322c3039382c305e3134332c3039382c305e3134332c3039392c305e3133392c3039382c305e3131392c3039382c305e3039382c3039392c305e3037352c3130302c305e3035352c3130322c305e3034312c3130332c305e3033352c3130332c305e3033322c3130332c305e3033322c3130332c305e3033352c3130342c305e3035312c3130342c305e3036392c3130332c305e3038382c3130322c305e3130352c3130312c305e3132302c3039382c305e3133322c3039362c305e3133392c3039342c305e3134332c3039332c305e3134342c3039332c305e3134332c3039342c305e3133362c3039372c305e3132342c3130312c305e3131302c3130362c305e3039372c3131332c305e3039312c3131382c305e3039312c3131382c315e</SignatureData><ResponseCode>00000</ResponseCode><POSID>7</POSID><APPID>01</APPID><TransactionIdentifier>192242070595507306</TransactionIdentifier><ResponseText>APPROVED</ResponseText><SignatureType>02</SignatureType><ButtonReturn>1</ButtonReturn><SessionId/></SignatureResponse>
2024-07-25 11:07:24,450 INFO  : <CloseTransactionRequest><POSID>01</POSID><APPID>02</APPID><CCTID>01</CCTID><ClerkID>111</ClerkID><CloseReasonCode>TRANSACTION_COMPLETE</CloseReasonCode><ADSDKSpecVer>6.10</ADSDKSpecVer><SessionId>12345</SessionId><OrigAurusPayTicketNum/><OrigTransactionIdentifier/><InvoiceNumber/><TransactionDate>10182023</TransactionDate><TransactionTime>025101</TransactionTime><ECOMMInfo><MerchantIdentifier>111111111111</MerchantIdentifier><StoreId>11111</StoreId><TerminalId>11111111</TerminalId></ECOMMInfo><EndWIC>0</EndWIC><ProcessingMode>0</ProcessingMode><LanguageIndicator/></CloseTransactionRequest>
2024-07-25 11:07:24,456 INFO  : <CloseTransactionRequest><POSID>01</POSID><APPID>02</APPID><CCTID>01</CCTID><ClerkID>111</ClerkID><CloseReasonCode>TRANSACTION_COMPLETE</CloseReasonCode><ADSDKSpecVer>6.10</ADSDKSpecVer><SessionId>12345</SessionId><OrigAurusPayTicketNum/><OrigTransactionIdentifier/><InvoiceNumber/><TransactionDate>10182023</TransactionDate><TransactionTime>025101</TransactionTime><ECOMMInfo><MerchantIdentifier>111111111111</MerchantIdentifier><StoreId>11111</StoreId><TerminalId>11111111</TerminalId></ECOMMInfo><EndWIC>0</EndWIC><ProcessingMode>0</ProcessingMode><LanguageIndicator/></CloseTransactionRequest>
2024-07-25 11:08:31,685 INFO  : <GetAccountLookupRequest><POSID>11</POSID><APPID>01</APPID><CCTID>01</CCTID><ADSDKSpecVer>6.14.8</ADSDKSpecVer><SessionId>50</SessionId><HeaderMessage/><MessageLine1/><MessageLine2/><LookUpFlag>11</LookUpFlag><LookupType>AC</LookupType><TokenValidateFlag>Y</TokenValidateFlag><LookupPhone/><LookupSSN/><LookupZIP/><ProcessorToken>O1Y8eX+BMs2yRwwuTtW7wbQX+m2LLdNuOPGfid2qsTqE3Ov7Zr0cjcXFNebHFiJU</ProcessorToken><LookupAccount/><IDData/><DateOfBirth/><SubTransType>69</SubTransType><OrigTransactionIdentifier/><TransactionDate>07252024</TransactionDate><TransactionTime>110830</TransactionTime><ShowResponse>0</ShowResponse><SubCardType/><LanguageIndicator>00</LanguageIndicator><ClerkID>001039151</ClerkID><TimeOut>240</TimeOut></GetAccountLookupRequest>
2024-07-25 11:08:36,631 INFO  : <GetAccountLookupResponse><CCTID>01</CCTID><ResponseCode>20006</ResponseCode><POSID>11</POSID><Header/><LookupType>AC</LookupType><ProcessorResponseCode/><APPID>01</APPID><TransactionIdentifier>293242070602499829</TransactionIdentifier><ResponseText>PROCESSORDECLINED</ResponseText></GetAccountLookupResponse>
2024-07-25 11:08:37,384 INFO  : <CloseTransactionRequest><POSID>01</POSID><APPID>02</APPID><CCTID>01</CCTID><ClerkID>111</ClerkID><CloseReasonCode>TRANSACTION_COMPLETE</CloseReasonCode><ADSDKSpecVer>6.10</ADSDKSpecVer><SessionId>12345</SessionId><OrigAurusPayTicketNum/><OrigTransactionIdentifier/><InvoiceNumber/><TransactionDate>10182023</TransactionDate><TransactionTime>025101</TransactionTime><ECOMMInfo><MerchantIdentifier>111111111111</MerchantIdentifier><StoreId>11111</StoreId><TerminalId>11111111</TerminalId></ECOMMInfo><EndWIC>0</EndWIC><ProcessingMode>0</ProcessingMode><LanguageIndicator/></CloseTransactionRequest>
